#
# Mean: -7.67165804e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.67165804e-03       1.642639e-07
      2              500       -7.67165804e-03       2.039950e-07
      5              200       -7.67165804e-03       2.535249e-07
     10              100       -7.67165804e-03       2.817443e-07
     20               50       -7.67165804e-03       3.327241e-07
     50               20       -7.67165804e-03       3.186279e-07
    100               10       -7.67165804e-03       3.102621e-07
    200                5       -7.67165804e-03       3.236215e-07
    300                3       -7.67160167e-03       5.219271e-07
    400                2       -7.67154643e-03       6.951402e-07
# Stocahstic error estimate: 3.327241e-07
#
