#
# Mean: -4.58215755e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.58215755e-02       1.747450e-06
      2              500       -4.58215755e-02       2.186426e-06
      5              200       -4.58215755e-02       2.878168e-06
     10              100       -4.58215755e-02       3.351055e-06
     20               50       -4.58215755e-02       3.499101e-06
     50               20       -4.58215755e-02       4.031713e-06
    100               10       -4.58215755e-02       3.489590e-06
    200                5       -4.58215755e-02       3.870983e-06
    300                3       -4.58212957e-02       2.061586e-06
    400                2       -4.58229007e-02       3.992051e-06
# Stocahstic error estimate: 3.499101e-06
#
