#
# Mean: -2.74381104e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.74381104e-02       1.578120e-07
      2              500       -2.74381104e-02       2.083203e-07
      5              200       -2.74381104e-02       2.972743e-07
     10              100       -2.74381104e-02       3.666445e-07
     20               50       -2.74381104e-02       4.748462e-07
     50               20       -2.74381104e-02       6.156142e-07
    100               10       -2.74381104e-02       8.030543e-07
    200                5       -2.74381104e-02       9.865261e-07
    300                3       -2.74377967e-02       7.020200e-07
    400                2       -2.74376376e-02       1.965861e-06
# Stocahstic error estimate: 9.865261e-07
#
