#
# Mean: -2.44120394e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.44120394e-02       7.002181e-08
      2              500       -2.44120394e-02       9.573016e-08
      5              200       -2.44120394e-02       1.391663e-07
     10              100       -2.44120394e-02       1.811766e-07
     20               50       -2.44120394e-02       2.382942e-07
     50               20       -2.44120394e-02       3.250328e-07
    100               10       -2.44120394e-02       3.652438e-07
    200                5       -2.44120394e-02       4.517998e-07
    300                3       -2.44120582e-02       3.478973e-07
    400                2       -2.44120994e-02       9.503860e-07
# Stocahstic error estimate: 4.517998e-07
#
