#
# Mean: -1.43091261e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.43091261e-02       6.154147e-07
      2              500       -1.43091261e-02       7.699239e-07
      5              200       -1.43091261e-02       9.988157e-07
     10              100       -1.43091261e-02       1.136915e-06
     20               50       -1.43091261e-02       1.170661e-06
     50               20       -1.43091261e-02       1.217026e-06
    100               10       -1.43091261e-02       1.103861e-06
    200                5       -1.43091261e-02       1.635651e-06
    300                3       -1.43089335e-02       2.067617e-06
    400                2       -1.43089385e-02       2.210857e-06
# Stocahstic error estimate: 1.170661e-06
#
