#
# Mean: -1.45695277e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.45695277e-02       2.061547e-07
      2              500       -1.45695277e-02       2.573136e-07
      5              200       -1.45695277e-02       3.325766e-07
     10              100       -1.45695277e-02       3.841235e-07
     20               50       -1.45695277e-02       4.150787e-07
     50               20       -1.45695277e-02       5.364413e-07
    100               10       -1.45695277e-02       6.967174e-07
    200                5       -1.45695277e-02       6.424255e-07
    300                3       -1.45697334e-02       2.427921e-07
    400                2       -1.45695237e-02       1.055908e-06
# Stocahstic error estimate: 6.967174e-07
#
