#
# Mean: -2.43384952e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43384952e-02       1.085154e-07
      2              500       -2.43384952e-02       1.467072e-07
      5              200       -2.43384952e-02       2.142817e-07
     10              100       -2.43384952e-02       2.727044e-07
     20               50       -2.43384952e-02       3.391106e-07
     50               20       -2.43384952e-02       4.125008e-07
    100               10       -2.43384952e-02       5.108009e-07
    200                5       -2.43384952e-02       5.885703e-07
    300                3       -2.43384487e-02       1.162818e-06
    400                2       -2.43383250e-02       6.570104e-07
# Stocahstic error estimate: 1.162818e-06
#
