#
# Mean: -8.26478204e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.26478204e-03       1.121596e-05
      2              500       -8.26478204e-03       1.219827e-05
      5              200       -8.26478204e-03       1.612429e-05
     10              100       -8.26478204e-03       1.629498e-05
     20               50       -8.26478204e-03       1.863806e-05
     50               20       -8.26478204e-03       1.911997e-05
    100               10       -8.26478204e-03       2.612451e-05
    200                5       -8.26478204e-03       2.611830e-05
    300                3       -8.26855007e-03       4.477502e-05
    400                2       -8.27767117e-03       4.348261e-05
# Stocahstic error estimate: 1.629498e-05
#
