#
# Mean: -2.44167698e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.44167698e-02       6.469909e-08
      2              500       -2.44167698e-02       8.664180e-08
      5              200       -2.44167698e-02       1.227071e-07
     10              100       -2.44167698e-02       1.569488e-07
     20               50       -2.44167698e-02       1.752123e-07
     50               20       -2.44167698e-02       2.130095e-07
    100               10       -2.44167698e-02       1.896858e-07
    200                5       -2.44167698e-02       2.346778e-07
    300                3       -2.44167432e-02       2.414680e-07
    400                2       -2.44167893e-02       2.202510e-07
# Stocahstic error estimate: 2.130095e-07
#
