#
# Mean: 5.69136623e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69136623e-01       2.013303e-05
      2              500       5.69136623e-01       2.315786e-05
      5              200       5.69136623e-01       2.704593e-05
     10              100       5.69136623e-01       2.851775e-05
     20               50       5.69136623e-01       2.562300e-05
     50               20       5.69136623e-01       2.552335e-05
    100               10       5.69136623e-01       2.482110e-05
    200                5       5.69136623e-01       2.674747e-05
    300                3       5.69135127e-01       1.735336e-05
    400                2       5.69140666e-01       5.403087e-05
# Stocahstic error estimate: 2.851775e-05
#
