#
# Mean: 5.69404589e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69404589e-01       3.019370e-05
      2              500       5.69404589e-01       3.585823e-05
      5              200       5.69404589e-01       4.207366e-05
     10              100       5.69404589e-01       4.485066e-05
     20               50       5.69404589e-01       4.827577e-05
     50               20       5.69404589e-01       5.403899e-05
    100               10       5.69404589e-01       5.819003e-05
    200                5       5.69404589e-01       7.177874e-05
    300                3       5.69402235e-01       5.528918e-05
    400                2       5.69375843e-01       9.448318e-05
# Stocahstic error estimate: 7.177874e-05
#
