#
# Mean: 5.69216452e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69216452e-01       3.027422e-05
      2              500       5.69216452e-01       3.599028e-05
      5              200       5.69216452e-01       4.207628e-05
     10              100       5.69216452e-01       4.551347e-05
     20               50       5.69216452e-01       5.038237e-05
     50               20       5.69216452e-01       5.153125e-05
    100               10       5.69216452e-01       5.288329e-05
    200                5       5.69216452e-01       4.144201e-05
    300                3       5.69217201e-01       3.003074e-05
    400                2       5.69216673e-01       2.274896e-05
# Stocahstic error estimate: 5.153125e-05
#
