#
# Mean: 5.69208956e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69208956e-01       2.362277e-05
      2              500       5.69208956e-01       2.783412e-05
      5              200       5.69208956e-01       3.362548e-05
     10              100       5.69208956e-01       3.578254e-05
     20               50       5.69208956e-01       3.976460e-05
     50               20       5.69208956e-01       3.941976e-05
    100               10       5.69208956e-01       3.972172e-05
    200                5       5.69208956e-01       5.152706e-05
    300                3       5.69216854e-01       4.802565e-05
    400                2       5.69192614e-01       1.346792e-04
# Stocahstic error estimate: 3.976460e-05
#
