#
# Mean: 5.69014707e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69014707e-01       1.618397e-05
      2              500       5.69014707e-01       1.940342e-05
      5              200       5.69014707e-01       2.296089e-05
     10              100       5.69014707e-01       2.458913e-05
     20               50       5.69014707e-01       2.563965e-05
     50               20       5.69014707e-01       2.532593e-05
    100               10       5.69014707e-01       2.374155e-05
    200                5       5.69014707e-01       2.159186e-05
    300                3       5.69013228e-01       2.204533e-05
    400                2       5.69027175e-01       3.511457e-05
# Stocahstic error estimate: 2.563965e-05
#
