#
# Mean: 5.69050109e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69050109e-01       1.926675e-05
      2              500       5.69050109e-01       2.247954e-05
      5              200       5.69050109e-01       2.756342e-05
     10              100       5.69050109e-01       3.006384e-05
     20               50       5.69050109e-01       2.955248e-05
     50               20       5.69050109e-01       2.621384e-05
    100               10       5.69050109e-01       2.923510e-05
    200                5       5.69050109e-01       2.707436e-05
    300                3       5.69056238e-01       4.887052e-05
    400                2       5.69052422e-01       6.907423e-05
# Stocahstic error estimate: 3.006384e-05
#
