#
# Mean: 5.69045237e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69045237e-01       1.855581e-05
      2              500       5.69045237e-01       2.093106e-05
      5              200       5.69045237e-01       2.390009e-05
     10              100       5.69045237e-01       2.634441e-05
     20               50       5.69045237e-01       2.660730e-05
     50               20       5.69045237e-01       2.858877e-05
    100               10       5.69045237e-01       2.945380e-05
    200                5       5.69045237e-01       3.403670e-05
    300                3       5.69040955e-01       2.849146e-05
    400                2       5.69017194e-01       1.536863e-05
# Stocahstic error estimate: 2.660730e-05
#
