#
# Mean: 5.69045172e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69045172e-01       1.733663e-05
      2              500       5.69045172e-01       2.016147e-05
      5              200       5.69045172e-01       2.361835e-05
     10              100       5.69045172e-01       2.531714e-05
     20               50       5.69045172e-01       2.220620e-05
     50               20       5.69045172e-01       2.647730e-05
    100               10       5.69045172e-01       2.824985e-05
    200                5       5.69045172e-01       3.971580e-05
    300                3       5.69046024e-01       2.252516e-05
    400                2       5.69039472e-01       7.771117e-05
# Stocahstic error estimate: 2.531714e-05
#
