#
# Mean: 5.69092062e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69092062e-01       2.551733e-05
      2              500       5.69092062e-01       3.024041e-05
      5              200       5.69092062e-01       3.693315e-05
     10              100       5.69092062e-01       3.814572e-05
     20               50       5.69092062e-01       3.867506e-05
     50               20       5.69092062e-01       3.487193e-05
    100               10       5.69092062e-01       1.883253e-05
    200                5       5.69092062e-01       2.590703e-05
    300                3       5.69088088e-01       2.955274e-05
    400                2       5.69077036e-01       5.083970e-05
# Stocahstic error estimate: 3.814572e-05
#
