#
# Mean: 5.69254520e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69254520e-01       2.900548e-05
      2              500       5.69254520e-01       3.365233e-05
      5              200       5.69254520e-01       3.893329e-05
     10              100       5.69254520e-01       4.187593e-05
     20               50       5.69254520e-01       4.343103e-05
     50               20       5.69254520e-01       3.011538e-05
    100               10       5.69254520e-01       3.668764e-05
    200                5       5.69254520e-01       4.921017e-05
    300                3       5.69268079e-01       5.875905e-05
    400                2       5.69294106e-01       4.768085e-05
# Stocahstic error estimate: 4.343103e-05
#
