#
# Mean: 5.69039050e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69039050e-01       1.998371e-05
      2              500       5.69039050e-01       2.366017e-05
      5              200       5.69039050e-01       2.770291e-05
     10              100       5.69039050e-01       3.102645e-05
     20               50       5.69039050e-01       3.072768e-05
     50               20       5.69039050e-01       2.438345e-05
    100               10       5.69039050e-01       2.492038e-05
    200                5       5.69039050e-01       1.851201e-05
    300                3       5.69032546e-01       1.205989e-05
    400                2       5.69027691e-01       2.858736e-05
# Stocahstic error estimate: 3.102645e-05
#
