#
# Mean: 5.69053032e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69053032e-01       2.080216e-05
      2              500       5.69053032e-01       2.415282e-05
      5              200       5.69053032e-01       2.691374e-05
     10              100       5.69053032e-01       2.958105e-05
     20               50       5.69053032e-01       3.017538e-05
     50               20       5.69053032e-01       2.860880e-05
    100               10       5.69053032e-01       3.291758e-05
    200                5       5.69053032e-01       1.390093e-05
    300                3       5.69059819e-01       9.112251e-06
    400                2       5.69054389e-01       3.353353e-05
# Stocahstic error estimate: 3.017538e-05
#
