#
# Mean: 5.69079113e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69079113e-01       1.853404e-05
      2              500       5.69079113e-01       2.181630e-05
      5              200       5.69079113e-01       2.648554e-05
     10              100       5.69079113e-01       2.890952e-05
     20               50       5.69079113e-01       2.885272e-05
     50               20       5.69079113e-01       3.122899e-05
    100               10       5.69079113e-01       3.287290e-05
    200                5       5.69079113e-01       3.011974e-05
    300                3       5.69063987e-01       1.540363e-05
    400                2       5.69070625e-01       5.735985e-05
# Stocahstic error estimate: 2.890952e-05
#
