#
# Mean: 5.69011351e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69011351e-01       1.739192e-05
      2              500       5.69011351e-01       2.023167e-05
      5              200       5.69011351e-01       2.261548e-05
     10              100       5.69011351e-01       2.370997e-05
     20               50       5.69011351e-01       2.229068e-05
     50               20       5.69011351e-01       2.382433e-05
    100               10       5.69011351e-01       1.681669e-05
    200                5       5.69011351e-01       2.142014e-05
    300                3       5.69017438e-01       3.162309e-05
    400                2       5.69022218e-01       3.014501e-05
# Stocahstic error estimate: 2.370997e-05
#
