#
# Mean: 5.69042024e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69042024e-01       1.880809e-05
      2              500       5.69042024e-01       2.199468e-05
      5              200       5.69042024e-01       2.452489e-05
     10              100       5.69042024e-01       2.320687e-05
     20               50       5.69042024e-01       2.428978e-05
     50               20       5.69042024e-01       2.197928e-05
    100               10       5.69042024e-01       1.885291e-05
    200                5       5.69042024e-01       2.731336e-06
    300                3       5.69043719e-01       8.926311e-06
    400                2       5.69039993e-01       3.372697e-06
# Stocahstic error estimate: 2.452489e-05
#
