#
# Mean: 5.68997217e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.68997217e-01       1.614062e-05
      2              500       5.68997217e-01       1.827620e-05
      5              200       5.68997217e-01       2.215762e-05
     10              100       5.68997217e-01       2.149873e-05
     20               50       5.68997217e-01       2.011318e-05
     50               20       5.68997217e-01       2.354171e-05
    100               10       5.68997217e-01       2.149399e-05
    200                5       5.68997217e-01       2.313962e-05
    300                3       5.69005648e-01       1.117511e-05
    400                2       5.69009401e-01       4.393533e-05
# Stocahstic error estimate: 2.215762e-05
#
