#
# Mean: -4.59297154e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59297154e-02       3.639642e-07
      2              500       -4.59297154e-02       4.955363e-07
      5              200       -4.59297154e-02       7.252597e-07
     10              100       -4.59297154e-02       9.343211e-07
     20               50       -4.59297154e-02       1.125615e-06
     50               20       -4.59297154e-02       1.392081e-06
    100               10       -4.59297154e-02       1.817896e-06
    200                5       -4.59297154e-02       1.033583e-06
    300                3       -4.59293800e-02       9.054080e-07
    400                2       -4.59299129e-02       3.835754e-07
# Stocahstic error estimate: 1.817896e-06
#
