#
# Mean: -2.43670287e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43670287e-02       9.352945e-08
      2              500       -2.43670287e-02       1.262774e-07
      5              200       -2.43670287e-02       1.836179e-07
     10              100       -2.43670287e-02       2.241910e-07
     20               50       -2.43670287e-02       2.774729e-07
     50               20       -2.43670287e-02       3.008050e-07
    100               10       -2.43670287e-02       3.830473e-07
    200                5       -2.43670287e-02       5.065928e-07
    300                3       -2.43670679e-02       4.161868e-07
    400                2       -2.43668654e-02       6.730506e-07
# Stocahstic error estimate: 5.065928e-07
#
