#
# Mean: -4.63049566e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.63049566e-02       1.837417e-07
      2              500       -4.63049566e-02       2.426718e-07
      5              200       -4.63049566e-02       3.441526e-07
     10              100       -4.63049566e-02       4.168401e-07
     20               50       -4.63049566e-02       4.929643e-07
     50               20       -4.63049566e-02       6.011702e-07
    100               10       -4.63049566e-02       5.651538e-07
    200                5       -4.63049566e-02       5.796178e-07
    300                3       -4.63050827e-02       4.236015e-07
    400                2       -4.63050592e-02       4.450509e-07
# Stocahstic error estimate: 6.011702e-07
#
