#
# Mean: -8.28114044e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.28114044e-03       8.579467e-06
      2              500       -8.28114044e-03       9.807523e-06
      5              200       -8.28114044e-03       1.125859e-05
     10              100       -8.28114044e-03       1.177768e-05
     20               50       -8.28114044e-03       1.223693e-05
     50               20       -8.28114044e-03       1.334814e-05
    100               10       -8.28114044e-03       1.348213e-05
    200                5       -8.28114044e-03       1.761462e-05
    300                3       -8.27796102e-03       2.181752e-05
    400                2       -8.27767702e-03       4.218314e-05
# Stocahstic error estimate: 1.177768e-05
#
