#
# Mean: -3.24047341e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.24047341e-02       4.444930e-07
      2              500       -3.24047341e-02       5.796271e-07
      5              200       -3.24047341e-02       8.014447e-07
     10              100       -3.24047341e-02       9.646297e-07
     20               50       -3.24047341e-02       1.149907e-06
     50               20       -3.24047341e-02       1.321124e-06
    100               10       -3.24047341e-02       1.416743e-06
    200                5       -3.24047341e-02       9.499425e-07
    300                3       -3.24054404e-02       4.961084e-07
    400                2       -3.24051433e-02       1.381675e-06
# Stocahstic error estimate: 1.416743e-06
#
