#
# Mean: -3.08019767e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.08019767e-02       2.424928e-06
      2              500       -3.08019767e-02       2.940311e-06
      5              200       -3.08019767e-02       3.510979e-06
     10              100       -3.08019767e-02       3.914289e-06
     20               50       -3.08019767e-02       3.950299e-06
     50               20       -3.08019767e-02       4.506746e-06
    100               10       -3.08019767e-02       3.331915e-06
    200                5       -3.08019767e-02       3.704493e-06
    300                3       -3.08008689e-02       5.726685e-06
    400                2       -3.08011487e-02       6.797919e-06
# Stocahstic error estimate: 3.950299e-06
#
