#
# Mean: -4.96994720e-03
# Block size    # of blocks         Mean                Error
      1             1000       -4.96994720e-03       7.994745e-08
      2              500       -4.96994720e-03       1.074298e-07
      5              200       -4.96994720e-03       1.552000e-07
     10              100       -4.96994720e-03       1.979821e-07
     20               50       -4.96994720e-03       2.429525e-07
     50               20       -4.96994720e-03       3.110391e-07
    100               10       -4.96994720e-03       3.715610e-07
    200                5       -4.96994720e-03       4.768066e-07
    300                3       -4.96981989e-03       6.536444e-07
    400                2       -4.96983198e-03       2.394303e-07
# Stocahstic error estimate: 6.536444e-07
#
