#
# Mean: -4.59765048e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59765048e-02       3.251651e-07
      2              500       -4.59765048e-02       4.446195e-07
      5              200       -4.59765048e-02       6.581229e-07
     10              100       -4.59765048e-02       8.641523e-07
     20               50       -4.59765048e-02       1.067162e-06
     50               20       -4.59765048e-02       1.290641e-06
    100               10       -4.59765048e-02       1.381743e-06
    200                5       -4.59765048e-02       1.955337e-06
    300                3       -4.59769336e-02       1.368442e-06
    400                2       -4.59775370e-02       1.792747e-06
# Stocahstic error estimate: 1.955337e-06
#
