#
# Mean: -2.43793572e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43793572e-02       9.982001e-08
      2              500       -2.43793572e-02       1.319854e-07
      5              200       -2.43793572e-02       1.853609e-07
     10              100       -2.43793572e-02       2.346902e-07
     20               50       -2.43793572e-02       2.768558e-07
     50               20       -2.43793572e-02       3.250316e-07
    100               10       -2.43793572e-02       3.542470e-07
    200                5       -2.43793572e-02       3.399620e-07
    300                3       -2.43793312e-02       6.271500e-07
    400                2       -2.43794686e-02       3.079725e-07
# Stocahstic error estimate: 3.542470e-07
#
