#
# Mean: -4.62421511e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.62421511e-02       1.564452e-07
      2              500       -4.62421511e-02       2.095959e-07
      5              200       -4.62421511e-02       3.024789e-07
     10              100       -4.62421511e-02       3.888999e-07
     20               50       -4.62421511e-02       4.752544e-07
     50               20       -4.62421511e-02       5.918023e-07
    100               10       -4.62421511e-02       6.129903e-07
    200                5       -4.62421511e-02       4.389634e-07
    300                3       -4.62422439e-02       8.235438e-07
    400                2       -4.62421599e-02       3.435620e-07
# Stocahstic error estimate: 6.129903e-07
#
