#
# Mean: -7.52880899e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.52880899e-03       2.471125e-07
      2              500       -7.52880899e-03       3.085198e-07
      5              200       -7.52880899e-03       3.961231e-07
     10              100       -7.52880899e-03       4.689423e-07
     20               50       -7.52880899e-03       5.004044e-07
     50               20       -7.52880899e-03       4.815859e-07
    100               10       -7.52880899e-03       4.568506e-07
    200                5       -7.52880899e-03       4.424737e-07
    300                3       -7.52877020e-03       4.627763e-07
    400                2       -7.52890015e-03       8.673826e-07
# Stocahstic error estimate: 5.004044e-07
#
