#
# Mean: -7.49996466e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.49996466e-03       2.713368e-07
      2              500       -7.49996466e-03       3.378111e-07
      5              200       -7.49996466e-03       4.452471e-07
     10              100       -7.49996466e-03       5.284547e-07
     20               50       -7.49996466e-03       6.499372e-07
     50               20       -7.49996466e-03       7.035755e-07
    100               10       -7.49996466e-03       8.514035e-07
    200                5       -7.49996466e-03       6.636127e-07
    300                3       -7.50002650e-03       8.690992e-07
    400                2       -7.49987703e-03       1.250732e-06
# Stocahstic error estimate: 8.514035e-07
#
