#
# Mean: -7.50441063e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50441063e-03       2.876049e-07
      2              500       -7.50441063e-03       3.659140e-07
      5              200       -7.50441063e-03       4.922148e-07
     10              100       -7.50441063e-03       5.694537e-07
     20               50       -7.50441063e-03       6.658377e-07
     50               20       -7.50441063e-03       9.391704e-07
    100               10       -7.50441063e-03       7.020225e-07
    200                5       -7.50441063e-03       9.418663e-07
    300                3       -7.50463747e-03       1.633623e-06
    400                2       -7.50486573e-03       1.042918e-06
# Stocahstic error estimate: 9.391704e-07
#
