#
# Mean: -7.50160540e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50160540e-03       2.941819e-07
      2              500       -7.50160540e-03       3.772278e-07
      5              200       -7.50160540e-03       4.944037e-07
     10              100       -7.50160540e-03       5.908484e-07
     20               50       -7.50160540e-03       6.491267e-07
     50               20       -7.50160540e-03       6.527782e-07
    100               10       -7.50160540e-03       6.176797e-07
    200                5       -7.50160540e-03       5.808629e-07
    300                3       -7.50202404e-03       5.989545e-07
    400                2       -7.50197395e-03       4.465034e-08
# Stocahstic error estimate: 6.527782e-07
#
