#
# Mean: -7.53998233e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.53998233e-03       2.311905e-07
      2              500       -7.53998233e-03       2.908962e-07
      5              200       -7.53998233e-03       3.809259e-07
     10              100       -7.53998233e-03       4.683349e-07
     20               50       -7.53998233e-03       5.125598e-07
     50               20       -7.53998233e-03       6.672994e-07
    100               10       -7.53998233e-03       8.783966e-07
    200                5       -7.53998233e-03       1.227752e-06
    300                3       -7.54049922e-03       9.088324e-07
    400                2       -7.54077062e-03       2.195130e-06
# Stocahstic error estimate: 1.227752e-06
#
