#
# Mean: -7.50093051e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50093051e-03       2.696386e-07
      2              500       -7.50093051e-03       3.371406e-07
      5              200       -7.50093051e-03       4.434324e-07
     10              100       -7.50093051e-03       5.163986e-07
     20               50       -7.50093051e-03       5.736302e-07
     50               20       -7.50093051e-03       6.446213e-07
    100               10       -7.50093051e-03       5.965798e-07
    200                5       -7.50093051e-03       5.267695e-07
    300                3       -7.50127964e-03       2.989111e-07
    400                2       -7.50130314e-03       4.441190e-07
# Stocahstic error estimate: 6.446213e-07
#
