#
# Mean: -7.50006758e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50006758e-03       2.825587e-07
      2              500       -7.50006758e-03       3.585041e-07
      5              200       -7.50006758e-03       4.594244e-07
     10              100       -7.50006758e-03       5.602012e-07
     20               50       -7.50006758e-03       6.287015e-07
     50               20       -7.50006758e-03       7.042343e-07
    100               10       -7.50006758e-03       8.545055e-07
    200                5       -7.50006758e-03       9.450864e-07
    300                3       -7.50045582e-03       1.218421e-06
    400                2       -7.50087077e-03       6.709434e-07
# Stocahstic error estimate: 1.218421e-06
#
