#
# Mean: -7.50342371e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50342371e-03       2.615966e-07
      2              500       -7.50342371e-03       3.256207e-07
      5              200       -7.50342371e-03       4.157024e-07
     10              100       -7.50342371e-03       4.822303e-07
     20               50       -7.50342371e-03       5.266295e-07
     50               20       -7.50342371e-03       6.576236e-07
    100               10       -7.50342371e-03       5.030493e-07
    200                5       -7.50342371e-03       5.620004e-07
    300                3       -7.50361551e-03       2.166402e-07
    400                2       -7.50382913e-03       6.850610e-07
# Stocahstic error estimate: 6.576236e-07
#
