#
# Mean: -7.50691694e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50691694e-03       2.756380e-07
      2              500       -7.50691694e-03       3.440641e-07
      5              200       -7.50691694e-03       4.489146e-07
     10              100       -7.50691694e-03       5.425645e-07
     20               50       -7.50691694e-03       6.617403e-07
     50               20       -7.50691694e-03       7.774817e-07
    100               10       -7.50691694e-03       9.186778e-07
    200                5       -7.50691694e-03       9.293466e-07
    300                3       -7.50671680e-03       5.443027e-07
    400                2       -7.50718712e-03       1.395892e-06
# Stocahstic error estimate: 9.293466e-07
#
