#
# Mean: -7.52191482e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.52191482e-03       2.640783e-07
      2              500       -7.52191482e-03       3.321428e-07
      5              200       -7.52191482e-03       4.368103e-07
     10              100       -7.52191482e-03       4.864557e-07
     20               50       -7.52191482e-03       5.022805e-07
     50               20       -7.52191482e-03       5.684518e-07
    100               10       -7.52191482e-03       5.744448e-07
    200                5       -7.52191482e-03       7.683233e-07
    300                3       -7.52207514e-03       7.660835e-07
    400                2       -7.52215670e-03       9.754105e-07
# Stocahstic error estimate: 5.022805e-07
#
