#
# Mean: -7.33242875e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.33242875e-03       3.924325e-07
      2              500       -7.33242875e-03       5.033385e-07
      5              200       -7.33242875e-03       6.630043e-07
     10              100       -7.33242875e-03       7.736844e-07
     20               50       -7.33242875e-03       9.128564e-07
     50               20       -7.33242875e-03       1.114382e-06
    100               10       -7.33242875e-03       1.124247e-06
    200                5       -7.33242875e-03       1.291219e-06
    300                3       -7.33257096e-03       1.815897e-06
    400                2       -7.33307976e-03       4.674405e-07
# Stocahstic error estimate: 1.124247e-06
#
