#
# Mean: -7.51449834e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.51449834e-03       2.644909e-07
      2              500       -7.51449834e-03       3.295920e-07
      5              200       -7.51449834e-03       4.207266e-07
     10              100       -7.51449834e-03       4.834666e-07
     20               50       -7.51449834e-03       5.461089e-07
     50               20       -7.51449834e-03       5.463379e-07
    100               10       -7.51449834e-03       5.506863e-07
    200                5       -7.51449834e-03       6.911865e-07
    300                3       -7.51476298e-03       2.917215e-07
    400                2       -7.51492455e-03       1.377359e-06
# Stocahstic error estimate: 5.463379e-07
#
