#
# Mean: -7.50603288e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50603288e-03       2.859014e-07
      2              500       -7.50603288e-03       3.658453e-07
      5              200       -7.50603288e-03       4.881475e-07
     10              100       -7.50603288e-03       5.811218e-07
     20               50       -7.50603288e-03       6.613199e-07
     50               20       -7.50603288e-03       7.813264e-07
    100               10       -7.50603288e-03       8.013760e-07
    200                5       -7.50603288e-03       1.124862e-06
    300                3       -7.50618469e-03       8.769633e-07
    400                2       -7.50649026e-03       2.607060e-06
# Stocahstic error estimate: 8.013760e-07
#
