#
# Mean: -7.51806011e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.51806011e-03       2.332835e-07
      2              500       -7.51806011e-03       2.968550e-07
      5              200       -7.51806011e-03       3.780061e-07
     10              100       -7.51806011e-03       4.182413e-07
     20               50       -7.51806011e-03       4.918879e-07
     50               20       -7.51806011e-03       5.633951e-07
    100               10       -7.51806011e-03       5.209999e-07
    200                5       -7.51806011e-03       7.761912e-07
    300                3       -7.51806269e-03       1.192677e-06
    400                2       -7.51830931e-03       5.487914e-08
# Stocahstic error estimate: 5.633951e-07
#
