#
# Mean: -7.50068470e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50068470e-03       2.733889e-07
      2              500       -7.50068470e-03       3.496439e-07
      5              200       -7.50068470e-03       4.565780e-07
     10              100       -7.50068470e-03       5.189680e-07
     20               50       -7.50068470e-03       5.982545e-07
     50               20       -7.50068470e-03       5.164193e-07
    100               10       -7.50068470e-03       4.269982e-07
    200                5       -7.50068470e-03       6.243509e-07
    300                3       -7.50086568e-03       5.122147e-07
    400                2       -7.50105326e-03       3.144660e-07
# Stocahstic error estimate: 5.982545e-07
#
