#
# Mean: -7.50059821e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50059821e-03       2.802515e-07
      2              500       -7.50059821e-03       3.512990e-07
      5              200       -7.50059821e-03       4.575145e-07
     10              100       -7.50059821e-03       5.190639e-07
     20               50       -7.50059821e-03       5.970863e-07
     50               20       -7.50059821e-03       6.566087e-07
    100               10       -7.50059821e-03       7.340578e-07
    200                5       -7.50059821e-03       8.669147e-07
    300                3       -7.50096934e-03       7.116024e-07
    400                2       -7.50108667e-03       1.280032e-06
# Stocahstic error estimate: 8.669147e-07
#
