#
# Mean: -7.50440259e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.50440259e-03       2.759738e-07
      2              500       -7.50440259e-03       3.414104e-07
      5              200       -7.50440259e-03       4.454307e-07
     10              100       -7.50440259e-03       5.235285e-07
     20               50       -7.50440259e-03       6.351567e-07
     50               20       -7.50440259e-03       7.549070e-07
    100               10       -7.50440259e-03       9.063041e-07
    200                5       -7.50440259e-03       9.076020e-07
    300                3       -7.50503564e-03       9.612447e-07
    400                2       -7.50502104e-03       1.603539e-06
# Stocahstic error estimate: 9.076020e-07
#
