#
# Mean: -7.63427780e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.63427780e-02       1.343097e-05
      2              500       -7.63427780e-02       1.666156e-05
      5              200       -7.63427780e-02       2.146052e-05
     10              100       -7.63427780e-02       2.358293e-05
     20               50       -7.63427780e-02       2.524362e-05
     50               20       -7.63427780e-02       2.241993e-05
    100               10       -7.63427780e-02       1.761518e-05
    200                5       -7.63427780e-02       2.484680e-05
    300                3       -7.63491643e-02       1.230062e-05
    400                2       -7.63606337e-02       2.886753e-05
# Stocahstic error estimate: 2.524362e-05
#
