#
# Mean: -2.43672533e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43672533e-02       8.172801e-08
      2              500       -2.43672533e-02       1.103698e-07
      5              200       -2.43672533e-02       1.602674e-07
     10              100       -2.43672533e-02       2.005279e-07
     20               50       -2.43672533e-02       2.439128e-07
     50               20       -2.43672533e-02       3.196934e-07
    100               10       -2.43672533e-02       3.705900e-07
    200                5       -2.43672533e-02       5.333550e-07
    300                3       -2.43673366e-02       4.966222e-07
    400                2       -2.43674233e-02       6.605408e-07
# Stocahstic error estimate: 5.333550e-07
#
