#
# Mean: -3.18924559e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18924559e-02       1.105935e-07
      2              500       -3.18924559e-02       1.507632e-07
      5              200       -3.18924559e-02       2.244283e-07
     10              100       -3.18924559e-02       2.994356e-07
     20               50       -3.18924559e-02       3.872566e-07
     50               20       -3.18924559e-02       5.483542e-07
    100               10       -3.18924559e-02       6.896040e-07
    200                5       -3.18924559e-02       7.684624e-07
    300                3       -3.18925509e-02       4.552158e-07
    400                2       -3.18928578e-02       1.315680e-06
# Stocahstic error estimate: 7.684624e-07
#
