#
# Mean: -3.78924995e-03
# Block size    # of blocks         Mean                Error
      1             1000       -3.78924995e-03       5.310583e-08
      2              500       -3.78924995e-03       7.155306e-08
      5              200       -3.78924995e-03       1.039771e-07
     10              100       -3.78924995e-03       1.352947e-07
     20               50       -3.78924995e-03       1.650032e-07
     50               20       -3.78924995e-03       2.139843e-07
    100               10       -3.78924995e-03       2.394341e-07
    200                5       -3.78924995e-03       2.861253e-07
    300                3       -3.78909321e-03       2.906180e-07
    400                2       -3.78907364e-03       5.670958e-08
# Stocahstic error estimate: 2.906180e-07
#
