#
# Mean: -7.54323666e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.54323666e-03       2.305077e-07
      2              500       -7.54323666e-03       2.967278e-07
      5              200       -7.54323666e-03       3.939860e-07
     10              100       -7.54323666e-03       4.778654e-07
     20               50       -7.54323666e-03       5.512663e-07
     50               20       -7.54323666e-03       6.532062e-07
    100               10       -7.54323666e-03       5.844041e-07
    200                5       -7.54323666e-03       8.580876e-07
    300                3       -7.54331479e-03       9.210211e-07
    400                2       -7.54346137e-03       1.620142e-06
# Stocahstic error estimate: 6.532062e-07
#
