#
# Mean: -8.46552890e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.46552890e-02       7.157247e-07
      2              500       -8.46552890e-02       9.454883e-07
      5              200       -8.46552890e-02       1.352482e-06
     10              100       -8.46552890e-02       1.693104e-06
     20               50       -8.46552890e-02       1.962776e-06
     50               20       -8.46552890e-02       2.455321e-06
    100               10       -8.46552890e-02       2.876281e-06
    200                5       -8.46552890e-02       4.114433e-06
    300                3       -8.46558628e-02       3.847509e-06
    400                2       -8.46563495e-02       1.032679e-05
# Stocahstic error estimate: 4.114433e-06
#
