#
# Mean: -6.73906908e-03
# Block size    # of blocks         Mean                Error
      1             1000       -6.73906908e-03       8.956963e-08
      2              500       -6.73906908e-03       1.199611e-07
      5              200       -6.73906908e-03       1.721013e-07
     10              100       -6.73906908e-03       2.210087e-07
     20               50       -6.73906908e-03       2.530307e-07
     50               20       -6.73906908e-03       3.084111e-07
    100               10       -6.73906908e-03       3.027130e-07
    200                5       -6.73906908e-03       3.588113e-07
    300                3       -6.73910217e-03       6.205387e-07
    400                2       -6.73899954e-03       4.094052e-07
# Stocahstic error estimate: 3.084111e-07
#
