#
# Mean: -8.22837301e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.22837301e-03       8.531841e-06
      2              500       -8.22837301e-03       9.826497e-06
      5              200       -8.22837301e-03       1.162157e-05
     10              100       -8.22837301e-03       1.231692e-05
     20               50       -8.22837301e-03       1.310822e-05
     50               20       -8.22837301e-03       1.554004e-05
    100               10       -8.22837301e-03       1.041137e-05
    200                5       -8.22837301e-03       1.198441e-05
    300                3       -8.23180460e-03       1.220814e-05
    400                2       -8.23436167e-03       2.490060e-05
# Stocahstic error estimate: 1.554004e-05
#
