#
# Mean: -7.62943636e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.62943636e-03       2.543337e-07
      2              500       -7.62943636e-03       3.153218e-07
      5              200       -7.62943636e-03       3.939261e-07
     10              100       -7.62943636e-03       4.400705e-07
     20               50       -7.62943636e-03       5.039334e-07
     50               20       -7.62943636e-03       5.615739e-07
    100               10       -7.62943636e-03       6.818997e-07
    200                5       -7.62943636e-03       7.254642e-07
    300                3       -7.62950007e-03       5.077547e-07
    400                2       -7.62981814e-03       9.244062e-07
# Stocahstic error estimate: 7.254642e-07
#
