#
# Mean: -4.59355002e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59355002e-02       3.242004e-07
      2              500       -4.59355002e-02       4.420157e-07
      5              200       -4.59355002e-02       6.523952e-07
     10              100       -4.59355002e-02       8.564451e-07
     20               50       -4.59355002e-02       1.088922e-06
     50               20       -4.59355002e-02       1.370923e-06
    100               10       -4.59355002e-02       1.786126e-06
    200                5       -4.59355002e-02       2.152340e-06
    300                3       -4.59358095e-02       3.694182e-06
    400                2       -4.59368339e-02       1.758907e-06
# Stocahstic error estimate: 3.694182e-06
#
