#
# Mean: -4.65409875e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.65409875e-02       6.835810e-07
      2              500       -4.65409875e-02       8.633538e-07
      5              200       -4.65409875e-02       1.076489e-06
     10              100       -4.65409875e-02       1.309105e-06
     20               50       -4.65409875e-02       1.461206e-06
     50               20       -4.65409875e-02       1.782987e-06
    100               10       -4.65409875e-02       1.631875e-06
    200                5       -4.65409875e-02       1.947032e-06
    300                3       -4.65416495e-02       1.052228e-06
    400                2       -4.65423155e-02       1.404297e-06
# Stocahstic error estimate: 1.782987e-06
#
