#
# Mean: 5.69103623e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69103623e-01       1.773968e-05
      2              500       5.69103623e-01       2.121115e-05
      5              200       5.69103623e-01       2.632400e-05
     10              100       5.69103623e-01       2.953816e-05
     20               50       5.69103623e-01       3.060746e-05
     50               20       5.69103623e-01       2.557212e-05
    100               10       5.69103623e-01       3.018947e-05
    200                5       5.69103623e-01       3.768021e-05
    300                3       5.69105528e-01       6.447851e-05
    400                2       5.69105721e-01       1.049385e-04
# Stocahstic error estimate: 3.060746e-05
#
